Time(s),Sound
0,517.5258125
1,626.047875
2,335.1211875
3,387.950125
4,302.308125
5,97.178375
6,95.2490625
7,461.0310625
8,187.283875
9,600.821625
10,168.5290625
11,206.802125
12,491.447125
13,135.6519375
14,1.9379375
15,305.6494375
16,855.0710625
17,187.359875
18,2.4835
19,2.210375
20,2.1810625
21,141.30875
22,553.4745
23,139.0511875
24,18.775375
25,251.914875
26,484.7771875
27,85.3810625
28,120.9901875
29,106.7369375
30,260.9675
31,183.4135625
32,49.430125
33,139.1289375
34,141.480125
35,418.0475625
36,399.6243125
37,189.6235625
38,531.761
39,126.2135
40,190.6794375
41,391.832125
42,58.4715
43,333.7373125
44,387.5405
45,160.5476875
46,150.321375
47,432.1730625
48,295.346625
49,108.89175
50,159.7130625
51,107.719875
52,41.841
53,359.16975
54,318.852625
55,268.8955
56,92.6713125
57,117.827375
58,127.2741875
59,161.543375
60,35.416625
61,35.616125
62,74.177875
63,340.946875
64,307.945625
65,151.6914375
66,239.4206875
67,151.93725
68,310.3295
69,147.693625
70,105.2588125
71,44.395875
72,76.4698125
73,19.551
74,2.0123125
75,5.471052631578948
