Time(s),Sound
0,582.491875
1,594.7718125
2,313.5036875
3,412.207
4,323.087
5,61.013125
6,184.7578125
7,426.4575
8,271.738
9,522.666625
10,109.0964375
11,250.34375
12,511.5411875
13,79.3300625
14,4.6118125
15,19.05875
16,45.8745625
17,29.1825625
18,22.8275
19,172.6523125
20,204.2550625
21,126.2875
22,122.2594375
23,130.0880625
24,80.0605
25,110.076375
26,69.4111875
27,128.5860625
28,142.0046875
29,168.9474375
30,141.6671875
31,10.52
32,59.01425
33,86.604
34,13.9268125
35,46.5240625
36,189.1370625
37,15.921
38,45.43825
39,76.106
40,155.51725
41,65.5659375
42,15.0125
43,83.3584375
44,76.5770625
45,91.2773125
46,33.2593125
47,11.9235625
48,12.77525
49,12.1588125
50,52.7131875
51,53.5861875
52,56.51075
53,95.203
54,37.372375
55,99.045
56,18.7441875
57,167.186125
58,49.08375
59,96.6085625
60,170.6931875
61,10.4185625
62,11.76175
63,88.113125
64,73.6993125
65,136.86525
66,79.00075
67,29.4329375
68,85.2359375
69,81.9845625
70,22.6835625
71,136.0795
72,46.1414375
73,23.5153125
74,147.0813125
75,18.693375
76,150.95975
77,91.4145625
78,37.921125
79,10.935125
80,50.542
81,55.19275
82,81.2935
83,141.236
84,21.105125
85,85.6875625
86,85.2876875
87,121.7780625
88,57.5418125
89,84.6131875
90,12.0679375
91,11.476
92,11.996875
93,99.39125
94,165.5094375
95,102.2925
96,19.77525
97,88.5736875
98,151.06525
99,66.9885
100,11.8091875
101,22.1154375
102,29.6556875
103,18.87725
104,31.1729375
105,12.23525
106,30.6976875
107,23.89475
108,14.6379375
109,63.8311875
110,25.649625
111,16.0373125
112,14.1538125
113,16.191625
114,32.405
115,12.793375
116,111.3866875
117,181.0306875
118,149.638375
119,16.9888125
120,85.0808125
121,79.278125
122,13.8584375
123,81.5805
124,99.886125
125,103.45225
126,138.0183125
127,138.2601875
128,100.713375
129,92.138625
130,31.384875
131,12.946875
132,20.7388125
133,14.2119375
134,156.1643125
135,190.883625
136,64.130625
137,14.931125
138,14.759125
139,138.718375
140,58.8874375
141,100.4685625
142,191.321375
143,164.02425
144,95.502125
145,10.274
146,12.8204375
147,92.491
148,46.7828125
149,41.04075
150,82.837125
151,70.239625
152,9.1828125
153,81.5908125
154,104.440125
155,106.7635625
156,98.2633125
157,170.8483125
158,125.213875
159,162.2143125
160,137.45725
161,31.8938125
162,123.748625
163,76.9950625
164,12.6263125
165,155.8135
166,121.1181875
167,56.9736875
168,37.3808125
169,100.3441875
170,99.295625
171,111.8741875
172,41.23075
173,13.885625
174,124.7310625
175,136.4978125
176,82.388875
177,16.0286875
178,18.8526875
179,15.1911875
180,12.277625
181,45.6221875
182,157.7654375
183,109.931875
184,58.9251875
185,107.0126875
186,95.1771875
187,60.6040625
188,120.0849375
189,135.1071875
190,106.3756875
191,79.94375
192,24.1999375
193,89.8628125
194,63.6280625
195,109.3365625
196,48.35475
197,14.127375
198,136.95125
199,157.66
200,143.3864375
201,125.2141875
202,122.621
203,70.1015625
204,113.7133125
205,123.313375
206,27.0386875
207,10.975375
208,16.3544375
209,10.857375
210,11.72425
211,11.579125
212,36.9633125
213,207.5270625
214,98.2815
215,11.3560625
216,14.71675
217,10.7585625
218,118.3626875
219,66.4986875
220,65.3069375
221,102.3111875
222,68.74975
223,72.8634375
224,24.026375
225,49.462375
226,112.2984375
227,77.8958125
228,78.9005
229,70.796125
230,25.575
231,50.7356875
232,117.5601875
233,69.3263125
234,10.6308125
235,16.914375
236,14.1945625
237,17.42125
238,14.8400625
239,16.1058125
240,18.5479375
241,19.9188125
242,13.5331875
243,13.65975
244,68.8295
245,153.922875
246,123.1591875
247,84.35075
248,82.9925
249,90.597
250,37.453625
251,22.6703125
252,83.9234375
253,92.396
254,133.2709375
255,20.6225625
256,16.5513125
257,11.220625
258,15.8510625
259,101.62675
260,66.302875
261,234.49075
262,149.1719375
263,230.559625
264,123.2455625
265,11.8880625
266,141.858375
267,132.4266875
268,137.66125
269,64.27525
270,99.2586875
271,195.0305625
272,128.554375
273,106.6995
274,141.0513125
275,123.603875
276,90.3618125
277,79.69425
278,102.9478125
279,176.388625
280,49.8113125
281,130.8346875
282,100.81425
283,73.806375
284,28.88275
285,14.2589375
286,14.1185625
287,34.92225
288,59.153125
289,16.52375
290,14.369125
291,15.23125
292,12.28936170212766
