Time(s),Sound
0,528.7130625
1,626.546375
2,322.6054375
3,395.800625
4,293.361375
5,96.6676875
6,99.421125
7,457.0895
8,190.345625
9,601.4735
10,165.1120625
11,229.886
12,492.0820625
13,122.2968125
14,1.727
15,312.761125
16,733.6846875
17,88.6176875
18,31.260125
19,291.3641875
20,70.5605625
21,482.8885625
22,355.9561875
23,236.5051875
24,546.485
25,233.1195
26,344.105375
27,6.4254375
28,42.069125
29,38.228375
30,52.8134375
31,446.093375
32,403.19225
33,481.9858125
34,545.96025
35,239.06925
36,528.506625
37,450.7158125
38,216.429375
39,147.116625
40,317.6415
41,113.4205625
42,187.4058125
43,329.14025
44,21.2075625
45,178.25675
46,170.90725
47,44.1795
48,257.6686875
49,101.2609375
50,32.851875
51,321.3838125
52,236.29925
53,24.1230625
54,292.6610625
55,73.583125
56,41.2298125
57,40.505375
58,7.7180625
59,65.21525
60,221.1743125
61,126.4673125
62,91.1915625
63,182.963875
64,7.487
65,156.823875
66,239.105125
67,250.339625
68,239.85775
69,128.763125
70,170.712625
71,76.6215
72,181.224875
73,110.3523125
74,64.4168125
75,71.95475
76,374.8035
77,387.2885625
78,424.6995625
79,354.224125
80,199.2105
81,159.98325
82,242.32725
83,172.096375
84,205.2555625
85,214.3545
86,136.16875
87,53.714625
88,93.6638125
89,164.7656875
90,444.493
91,90.74275
92,555.33725
93,584.60925
94,304.4493125
95,425.567
96,446.3128125
97,371.0485
98,232.3081875
99,416.07825
100,281.900125
101,195.367125
102,195.87225
103,540.308875
104,59.3369375
105,255.97375
106,157.8811875
107,159.231625
108,188.3083125
109,68.4551875
110,198.043375
111,161.5374375
112,151.7174375
113,191.6961875
114,150.0081875
115,33.6275
116,14.78875
117,203.4826875
118,147.8506875
119,12.880375
120,480.5795
121,484.2088125
122,228.8231875
123,219.7343125
124,118.7296875
125,40.0123125
126,75.7103125
127,241.7181875
128,89.486875
129,36.23225
130,85.4496875
131,160.2875625
132,78.369
133,46.1210625
134,21.40425
135,75.0033125
136,15.86275
137,14.323625
138,13.9714375
139,14.6760625
140,15.1628125
141,14.7510625
142,15.586585365853658
