0,2,客服,坐席你好广白科技。,neutral,neutral,neutral,neutral
1,2,客服,喂您好那个是这样，我的那个新风因为好久没用了，然后我现在发现好像,neutral,neutral,neutral,neutral
2,2,客服,嗯就是他都一直没反应，就是那个遥控器也没有反应，然后下面的灯那些都不亮了，这个是,neutral,neutral,neutral,neutral
3,2,客服,什么情况？,neutral,neutral,neutral,neutral
4,2,客服,是420机器是吗？,neutral,neutral,neutral,neutral
5,2,客服,对，嗯您可以把机器两边的侧门是两侧侧门都打开重新关上，,neutral,neutral,neutral,neutral
6,2,客服,把机器底部电源线拔掉重新扎上，然后试一下就可以了，噢机器底部那电源线可以，,neutral,neutral,neutral,neutral
7,2,客服,唉呀但是我这个拔拔很难插，估计呃两侧侧门都要打开，然后重新观赏一下都要打开。,neutral,neutral,neutral,neutral
8,2,客服,对，这个还是没有什么反应，呃电源线也拔掉了吗？,neutral,neutral,neutral,neutral
9,2,客服,您？,neutral,neutral,neutral,neutral
10,2,客服,稍等。,neutral,neutral,neutral,neutral
11,3,客户,嗯,neutral,neutral,neutral,neutral
12,2,客服,嗯拔了也没有什么反应，嗯您插上了吗？,neutral,neutral,neutral,neutral
13,2,客服,插上了,neutral,neutral,neutral,neutral
14,2,客服,还是没有反应是吗？那您两侧的侧门嗯有黑点或者红点，它是凸出来的吗？,neutral,neutral,neutral,neutral
15,2,客服,噢有那个棕色的，一个棕色的那两侧这个凸点，它是凸出来的吗？,neutral,neutral,neutral,neutral
16,2,客服,是凸出来的，,neutral,neutral,neutral,neutral
17,2,客服,嗯那您把两只手就是同时按住两个突出来的这个点看一下，可不可以？,neutral,neutral,neutral,neutral
18,2,客服,还是没有什么反应，插座有没有画？,neutral,neutral,neutral,neutral
19,2,客服,呀插座没有，呀一直都是这个插座，,neutral,neutral,neutral,neutral
20,2,客服,呃如果没有的话，您把您这个操作录个视频给我们我们给您看一下，如果实在不行的话，可能是内部里面的电路板的问题了，,neutral,neutral,neutral,neutral
21,2,客服,就是看一下是否在质保期内需要返厂处理的。,neutral,neutral,neutral,neutral
22,2,客服,啊噢天哪我行吧，那我再试一下。,neutral,neutral,neutral,neutral
23,2,客服,啊,neutral,neutral,neutral,neutral
24,2,客服,嗯好的好的，好好再见嗯好好。,neutral,neutral,neutral,neutral
