Time(s),Sound
0,570.7843125
1,594.07875
2,314.2163125
3,409.3166875
4,282.278
5,98.460625
6,157.159
7,439.483375
8,236.0506875
9,566.687375
10,129.10775
11,264.96225
12,493.76675
13,421.95575
14,186.301625
15,125.81075
16,56.1295
17,56.712625
18,75.956
19,337.8291875
20,375.5083125
21,525.5051875
22,512.4158125
23,507.9026875
24,521.2405625
25,285.0055
26,456.43725
27,8.7670625
28,109.276625
29,63.837875
30,229.84275
31,488.39975
32,400.1578125
33,22.509375
34,82.370375
35,78.3408125
36,155.639
37,71.8605625
38,95.0986875
39,50.2585
40,64.936125
41,88.9625
42,434.513875
43,78.3898125
44,99.2589375
45,304.3901875
46,291.9518125
47,117.8179375
48,77.4440625
49,154.71625
50,118.85725
51,65.83525
52,423.959125
53,358.2825
54,138.19825
55,52.67425
56,81.12125
57,103.997375
58,491.865
59,299.228
60,86.568875
61,130.9286875
62,77.5515
63,131.9683125
64,69.3696875
65,138.3584375
66,140.859375
67,113.14675
68,71.8098125
69,84.183
70,92.0981875
71,98.496375
72,45.692875
73,150.857
74,97.7099375
75,84.778125
76,77.0915625
77,92.8388125
78,153.00575
79,76.5623125
80,157.5671875
81,93.1193125
82,79.3829375
83,21.8186875
84,256.2118125
85,103.5058125
86,107.0400625
87,121.8224375
88,87.489
89,26.41925
90,98.382625
91,56.4325
92,48.0639431616341
