Time(s),Sound
0,583.6385
1,584.9244375
2,314.084625
3,412.4855625
4,346.0500625
5,35.3488125
6,212.2079375
7,425.11175
8,287.199125
9,516.754125
10,91.61175
11,268.7610625
12,490.085375
13,75.9166875
14,1.9641875
15,406.48775
16,298.3385
17,73.3405
18,117.40375
19,191.806875
20,114.775
21,176.8515625
22,119.8763125
23,174.640625
24,96.4363125
25,98.8418125
26,205.237625
27,118.74425
28,72.4480625
29,116.4116875
30,139.4755625
31,60.54825
32,67.7306875
33,107.7055625
34,114.639125
35,82.9539375
36,170.53025
37,331.319625
38,116.6989375
39,127.8024375
40,80.54925
41,48.9741875
42,96.043875
43,48.04225
44,41.3325625
45,79.0516875
46,18.709375
47,5.262875
48,178.8743125
49,297.977375
50,282.358125
51,181.819125
52,238.8205
53,209.5446875
54,184.9068125
55,134.6058125
56,37.925
57,259.1345
58,146.3956875
59,75.387125
60,131.0234375
61,125.7161875
62,174.638875
63,80.8224375
64,9.2664375
65,46.59225
66,319.692875
67,260.0310625
68,277.067125
69,203.2598125
70,172.3595
71,115.373
72,217.1345625
73,45.2911875
74,101.7396875
75,111.4923125
76,118.857375
77,61.4301875
78,112.1296875
79,45.2025
80,60.24025
81,74.3953125
82,32.670125
83,1.9755760368663595
