Time(s),Sound
0,566.2756875
1,745.402375
2,391.6273125
3,409.77875
4,284.146
5,97.3689375
6,147.4246875
7,447.6468125
8,392.2506875
9,574.583
10,126.7551875
11,245.8405
12,495.061875
13,95.3448125
14,10.3575
15,64.71425
16,187.5853125
17,165.370125
18,104.060375
19,239.1671875
20,63.6100625
21,6.8950625
22,134.2124375
23,672.6314375
24,155.3465
25,402.3631875
26,307.9701875
27,351.7644375
28,155.9864375
29,183.6599375
30,310.032625
31,5.8315
32,5.81825
33,136.913375
34,36.4805625
35,261.3648125
36,229.8644375
37,218.8498125
38,128.05525
39,178.0038125
40,101.567625
41,239.5310625
42,213.026375
43,549.806125
44,330.03975
45,472.155875
46,308.5418125
47,416.920125
48,400.1068125
49,335.621
50,318.531
51,235.2256875
52,383.2776875
53,20.747125
54,131.717375
55,125.6844375
56,67.9190625
57,19.6651875
58,80.90975
59,183.733375
60,53.157125
61,27.5076875
62,149.86425
63,86.026125
64,113.497375
65,106.3211875
66,54.3468125
67,56.257125
68,47.92975
69,44.362
70,169.749375
71,129.1486875
72,181.099125
73,5.3150625
74,141.4525625
75,126.117
76,62.9444375
77,31.3818125
78,82.7909375
79,41.37425
80,80.6224375
81,111.7631875
82,51.6420625
83,101.1818125
84,69.5019375
85,36.8145
86,16.5475
87,5.615706806282723
