Time(s),Sound
0,533.290875
1,626.7996875
2,318.6865
3,398.0706875
4,291.8134375
5,99.4296875
6,112.8838125
7,449.7680625
8,203.5826875
9,596.618625
10,153.7969375
11,234.4198125
12,485.645625
13,116.4321875
14,1.8319375
15,320.435875
16,863.384875
17,168.6843125
18,316.8815625
19,178.9329375
20,34.3746875
21,54.6409375
22,23.406625
23,254.4068125
24,43.7455625
25,131.2268125
26,66.3325625
27,42.089
28,164.029625
29,59.5414375
30,168.2101875
31,43.390375
32,88.26175
33,170.932
34,88.8869375
35,54.6929375
36,74.7328125
37,79.5360625
38,102.1719375
39,99.5648125
40,56.610625
41,126.543125
42,95.865
43,105.3299375
44,93.744625
45,66.3788125
46,92.9175
47,119.164875
48,161.62175
49,112.240375
50,51.02125
51,88.0856875
52,51.399
53,105.6576875
54,93.4155
55,28.868
56,154.4463125
57,15.8805625
58,603.4799375
59,462.89475
60,485.304875
61,71.9075625
62,112.349875
63,29.4773125
64,127.6655
65,58.278125
66,29.4475
67,174.6916875
68,24.2459375
69,2.642625
70,77.369125
71,152.7978125
72,377.641
73,49.270375
74,2.4933125
75,2.750125
76,2.4710625
77,528.6860625
78,597.159875
79,404.5713125
80,206.989125
81,123.3478125
82,65.076625
83,321.0941875
84,419.252375
85,61.782875
86,55.8451875
87,563.2044375
88,411.42825
89,57.7413125
90,29.16625
91,428.5765625
92,107.447625
93,145.89225
94,84.0644375
95,27.0200625
96,5.144375
97,6.4859375
98,451.762125
99,697.6586875
100,376.3573125
101,288.429875
102,2.434
103,2.3858125
104,76.4466875
105,86.89525
106,97.574
107,69.0400625
108,87.6089375
109,82.30125
110,45.5848125
111,98.03925
112,108.1300625
113,49.7296875
114,143.0135
115,2.45525
116,2.7735
117,73.4924375
118,92.045875
119,3.223
120,186.4413125
121,584.4229375
122,231.52325
123,81.543
124,128.8091875
125,98.05
126,139.049
127,111.5941875
128,69.5941875
129,241.0693125
130,812.845125
131,415.7754375
132,49.831125
133,6.781
134,81.2711875
135,172.0625625
136,119.582875
137,21.90625
138,272.2631875
139,429.080375
140,403.4174375
141,313.9865
142,3.2689375
143,3.8936875
144,59.56775
145,4.263
146,53.5211875
147,80.75525
148,98.87125
149,83.9964375
150,26.224125
151,199.5266875
152,485.2319375
153,629.5419375
154,595.3949375
155,397.9055625
156,100.30075
157,328.26
158,219.45675
159,63.3316875
160,22.4195625
161,38.578375
162,265.747875
163,66.3939375
164,100.6539375
165,43.6699375
166,2.5328125
167,94.83725
168,82.952625
169,136.23525
170,54.7356875
171,99.0136875
172,36.5791875
173,94.674125
174,75.5714375
175,43.7466875
176,330.3881875
177,677.1291875
178,408.8310625
179,366.59675
180,97.8730625
181,46.1940625
182,605.9160625
183,496.566125
184,294.5640625
185,229.4890625
186,406.634
187,163.7939375
188,104.7305625
189,54.1010625
190,70.749125
191,105.4920625
192,52.9515
193,46.6204375
194,95.6970625
195,85.2499375
196,71.997
197,18.352875
198,353.55125
199,376.44225
200,642.8008125
201,350.7128125
202,274.322
203,265.565625
204,380.0969375
205,537.43275
206,343.465125
207,12.7868125
208,97.0829375
209,105.705375
210,93.14675
211,87.059125
212,132.553375
213,603.09
214,551.647125
215,309.2363125
216,345.40675
217,42.4955
218,49.9595
219,33.518625
220,42.31725
221,189.9354375
222,128.1020625
223,40.7308125
224,10.693375
225,5.016625
226,4.6715
227,3.17175
