Time(s),Sound
0,585.2200625
1,592.745125
2,331.358625
3,450.308
4,434.449625
5,255.5496875
6,354.2808125
7,601.4918125
8,33.1606875
9,516.536875
10,488.3870625
11,127.2063125
12,35.5675
13,341.398875
14,458.2441875
15,663.7275
16,467.4018125
17,401.4051875
18,331.78575
19,189.3864375
20,258.1929375
21,348.466
22,286.1785625
23,1.994375
24,117.7719375
25,179.6303125
26,154.0646875
27,67.6125625
28,763.542125
29,602.5713125
30,256.589125
31,411.5633125
32,547.390625
33,162.77375
34,425.51225
35,462.0338125
36,220.8000625
37,471.6778125
38,369.14675
39,7.281005586592179
