Time(s),Sound
0,577.6134375
1,587.82375
2,313.8761875
3,409.81325
4,284.1676875
5,93.4250625
6,154.9781875
7,437.16575
8,238.44875
9,560.762
10,123.8385625
11,246.2799375
12,505.09775
13,84.817125
14,3.2935
15,355.6296875
16,881.2303125
17,139.4505
18,50.875
19,82.5450625
20,33.381875
21,45.0215
22,62.150625
23,48.73475
24,24.137875
25,16.725
26,88.51675
27,48.668625
28,10.6323125
29,39.3648125
30,12.0859375
31,30.7696875
32,13.3829375
33,29.74825
34,13.0858125
35,19.208875
36,8.5838125
37,42.3808125
38,66.7205
39,65.7333125
40,57.3969375
41,59.2495
42,47.043625
43,53.8951875
44,40.5318125
45,37.921875
46,23.47475
47,13.0565625
48,48.831875
49,14.9975625
50,23.5238125
51,39.02325
52,41.8200625
53,5.926875
54,144.4313125
55,109.7850625
56,89.7815
57,115.8455625
58,46.1983125
59,44.9658125
60,36.9535
61,111.1146875
62,50.354375
63,28.30025
64,79.6238125
65,68.9585
66,80.447875
67,58.5816875
68,68.9998125
69,57.75075
70,45.67675
71,74.2715625
72,33.1254375
73,41.5663125
74,13.521625
75,86.19225
76,77.7061875
77,40.13425
78,41.1770625
79,23.516875
80,60.7006875
81,12.040375
82,8.245875
83,7.039038461538461
