Time(s),Sound
0,561.27525
1,603.2510625
2,314.3075625
3,408.3893125
4,283.8995
5,96.384
6,143.7705
7,440.4163125
8,224.9320625
9,577.3665625
10,128.3163125
11,241.932875
12,488.225
13,104.237125
14,110.3563125
15,92.0604375
16,188.7138125
17,154.7923125
18,73.892125
19,4.5738125
20,207.5118125
21,114.14725
22,43.304
23,155.2543125
24,187.463375
25,31.3259375
26,119.7776875
27,126.8601875
28,66.92225
29,73.2850625
30,64.4984375
31,12.9125625
32,124.8363125
33,3.5400625
34,4.5383125
35,345.2926875
36,210.7269375
37,246.97225
38,87.8029375
39,363.4598125
40,308.0671875
41,314.0690625
42,95.079625
43,19.074375
44,196.364
45,93.1445625
46,11.3874375
47,54.402625
48,2.8495625
49,300.1725
50,63.6660625
51,11.9998125
52,175.030125
53,197.211875
54,241.0683125
55,253.7086875
56,39.59275
57,155.526
58,107.4569375
59,32.0378125
60,157.8256875
61,166.6285625
62,161.876375
63,169.2415
64,68.822125
65,146.90725
66,319.5916875
67,182.0424375
68,232.0586875
69,205.693125
70,89.8204375
71,347.549375
72,357.9779375
73,359.7505
74,291.0349375
75,209.3571875
76,223.174
77,281.8753125
78,198.611
79,265.6670625
80,203.6674375
81,185.8216875
82,15.5876875
83,50.267875
84,156.15825
85,196.2823125
86,443.4938125
87,147.407
88,123.1724375
89,87.727625
90,88.28325
91,38.2945625
92,141.5151875
93,13.9673125
94,45.69275
95,307.9903125
96,19.7220625
97,376.0375625
98,351.033
99,256.6470625
100,181.82675
101,16.172875
102,70.46575
103,28.62075
104,135.3804375
105,95.33475
106,5.667
107,5.296625
108,366.0715
109,322.522125
110,159.347875
111,3.201125
112,21.867
113,19.373875
114,375.6311875
115,347.686375
116,194.178
117,108.4845
118,99.958
119,56.6006875
120,37.512
121,368.6334375
122,289.548375
123,226.731375
124,82.8435
125,201.2796875
126,108.9335625
127,22.333375
128,75.8486875
129,98.7681875
130,304.0730625
131,70.92925
132,59.403375
133,92.732875
134,49.2591875
135,12.034125
136,4.977
137,3.185672082717873
