Time(s),Sound
0,582.562875
1,584.538625
2,311.76875
3,411.5583125
4,338.4779375
5,38.57475
6,204.8936875
7,424.5470625
8,281.6023125
9,517.345875
10,88.0371875
11,258.1978125
12,500.621125
13,76.9529375
14,3.0121875
15,406.350375
16,209.440375
17,60.17
18,212.0455
19,63.203
20,86.086
21,89.9583125
22,123.78175
23,142.728
24,91.6986875
25,75.339625
26,150.404875
27,44.8484375
28,25.6725
29,324.2165625
30,118.3045
31,300.82975
32,258.6225625
33,48.6116875
34,62.7988125
35,73.98325
36,105.430375
37,33.773375
38,77.6803125
39,132.4984375
40,28.2910625
41,42.58275
42,18.0004375
43,85.749
44,21.8573125
45,226.796
46,207.6175
47,184.6823125
48,40.9260625
49,157.9936875
50,4.3425
51,5.0564375
52,100.5194375
53,255.2225
54,142.5264375
55,101.461375
56,114.1393125
57,128.2738125
58,123.2664375
59,90.4368125
60,110.078625
61,76.2713125
62,90.272875
63,175.9523125
64,120.8149375
65,76.9205625
66,61.41675
67,126.2828125
68,77.16675
69,130.2175
70,72.20775
71,76.165375
72,78.9748125
73,6.3049375
74,39.973125
75,101.8691875
76,272.5413125
77,148.2905
78,78.4773125
79,159.472875
80,249.47325
81,131.439125
82,324.2438125
83,185.09925
84,92.3401875
85,189.8409375
86,262.0820625
87,121.7156875
88,15.4998125
89,17.506375
90,82.9770625
91,237.6383125
92,10.3076875
93,378.754125
94,173.0153125
95,62.0240625
96,8.3635
97,184.4385625
98,53.353125
99,77.2351875
100,91.633375
101,110.6253125
102,142.297125
103,98.6841875
104,33.26175
105,77.6816875
106,77.77765957446809
