0,2,客服,热线转接中，请稍后。为了保证服务质量。,neutral,neutral,neutral,neutral
1,2,客服,国脉科技。,neutral,neutral,neutral,neutral
2,3,客户,唉你好，我那个机子这几天老是有问题，我怀疑是电源接触不良吗？,neutral,neutral,neutral,neutral
3,3,客户,新风机那。,neutral,neutral,neutral,neutral
4,2,客服,您可以把那个机器两边的侧门都打开重新关上，我我这个全部。,neutral,neutral,neutral,neutral
5,2,客服,我们是需要这个流程发给技术部确认的，这样子。,neutral,neutral,neutral,neutral
6,2,客服,怎么用手机号可以给我一下吗？,neutral,neutral,neutral,neutral
7,3,客户,135嗯。,neutral,neutral,neutral,neutral
8,2,客服,等噢我这边有看到是在18年12月份有一台420机器是吧？,neutral,neutral,neutral,neutral
9,2,客服,对噢好的，,neutral,neutral,neutral,neutral
10,2,客服,这个是可以的，如果说您需要维修，因为我们去让您判断呢就尽量如果说只是因为侧门问题好解决的，,neutral,neutral,neutral,neutral
11,2,客服,就直接给您解决了，因为超质保的话，所有的返场之类的师傅上门费用都是需要您自己去承担的。,neutral,neutral,neutral,neutral
12,2,客服,像您这个已经过了两年质保期，如果需要维修的话可以计划费用。,neutral,neutral,neutral,neutral
13,2,客服,嗯,neutral,neutral,neutral,neutral
14,2,客服,噢电源线是可以配的，电源线你可以联系客服，,neutral,neutral,neutral,neutral
15,2,客服,然后呢去购买这个样子单独配电源线。,neutral,neutral,neutral,neutral
16,2,客服,嗯它是需要就是你要联系一下客服，问工厂确定一下费用之后，然后支付完之后，我们这边给您安排发货的这样子。,neutral,neutral,neutral,neutral
17,2,客服,嗯这种的话我们是需要返厂这样子就是返回工厂进行维修，因为他是因为你们深圳。,neutral,neutral,neutral,neutral
18,2,客服,噢我们的话工厂是在浙江宁波的。,neutral,neutral,neutral,neutral
19,2,客服,嗯师傅的话它进行一个拆装的这样子，然后来回返的费用是由我们承担，您只要出师傅的工,neutral,neutral,neutral,neutral
20,2,客服,人费跟那个就是配件费用就可以了。,neutral,neutral,neutral,neutral
21,2,客服,打个比方，比如说是电路板问题，,neutral,neutral,neutral,neutral
22,2,客服,那更换电路板那你就出师傅的费用加电路板的费用，来回的快递费几百块钱是由我们厂家来承担的。,neutral,neutral,neutral,neutral
23,2,客服,嗯一般无法开机的话，它大多数会有三个，就是,neutral,neutral,neutral,neutral
24,2,客服,呃其中的话就是客户那边跟您说的话，就是侧门两侧那个会有两个微动开关的凸点，嘛,neutral,neutral,neutral,neutral
25,2,客服,就是要两个同时按下去，如果他不行的话那就排除这个问题，然后的话就底部的电源线，第三个的话就是电路板，,neutral,neutral,neutral,neutral
26,2,客服,这三。,neutral,neutral,neutral,neutral
27,3,客户,个噢就那我先换个电源先试一下。,neutral,neutral,neutral,neutral
28,2,客服,哈嗯对对，可以的。,neutral,neutral,neutral,neutral
29,2,客服,呃您那个两边那个微动开关是凸起来的吗？对，噢那如果是凸起来的话那这个跟这个就没有关系，因为有的客户,neutral,neutral,neutral,neutral
30,2,客服,他经常开关门，他那个微动开关可能就陷进去了，或者按照没有用了这样子，所以他有的时候换一个侧门这个就可以了，,neutral,neutral,neutral,neutral
31,2,客服,如果还是不行的话，可能电源线排除掉了，那就是电路板的问题了。,neutral,neutral,neutral,neutral
32,3,客户,他半年前他。,neutral,neutral,neutral,neutral
33,3,客户,插上以后，它滴滴两。,neutral,neutral,neutral,neutral
34,2,客服,嗯一般滴滴的话不是是跟那个就是滤网，,neutral,neutral,neutral,neutral
35,2,客服,大多数滴滴它是滤网没有识别到，会提示你一个滴滴的声音。,neutral,neutral,neutral,neutral
36,2,客服,对就是他滴滴响然后就灭了这样子这个一般，然后现在就是。,neutral,neutral,neutral,neutral
37,2,客服,那就是可能是就是排除那三个,neutral,neutral,neutral,neutral
38,2,客服,点，就是这三个问题这样子。,neutral,neutral,neutral,neutral
39,2,客服,嗯好的，您那个滤网装的是对的吧？就是那个,neutral,neutral,neutral,neutral
40,2,客服,此面朝下对着机器底部。,neutral,neutral,neutral,neutral
41,3,客户,因为我中途它出问题。,neutral,neutral,neutral,neutral
42,2,客服,噢那就那就可能是就是如果侧门已经排查过了的话，那就有电源线跟那个电路板了这样子。,neutral,neutral,neutral,neutral
43,2,客服,嗯好的，到时您可以先试一下，如果实在不行的话，你可以到时再安排返场这样子。,neutral,neutral,neutral,neutral
44,2,客服,嗯,neutral,neutral,neutral,neutral
