0,2,客服,喂你好。,neutral,neutral,neutral,neutral
1,3,客户,你好，他能弄先锋热线给我了，我我要你们那个就是那个饮水那个鸡的，那个啊您好。,neutral,neutral,neutral,neutral
2,2,客服,您说什么？,neutral,neutral,neutral,neutral
3,3,客户,你们国卖的那个就是治水的那个机器是你们这边管吗？,neutral,neutral,neutral,neutral
4,2,客服,直饮机，嗯嗯你说噢我看。,neutral,neutral,neutral,neutral
5,3,客户,听见我今天中午回来突然这个就就底下全部都是水，整个漏水了，不知道什么原因。,neutral,neutral,neutral,neutral
6,2,客服,啊好的，那您看这样可以吗？,neutral,neutral,neutral,pessimistic
7,2,客服,就是您报一下您购机手机号，然后我这边给您反馈安排什么态度。,neutral,pessimistic complaining,pessimistic,pessimistic
8,3,客户,会是我这手机号139，我现在应该怎么办，啊那你要当时要什么时间？呃,neutral,neutral,neutral,neutral
9,2,客服,呃好了，您那个就是您先把这个机器就我们厨下有个单独的一个水阀，您先先把关闭或然后包括机器的电源也把它先关闭，,neutral,neutral,neutral,neutral
10,2,客服,然后就是就是说白了就断水断电嘛。,neutral,neutral,neutral,neutral
11,3,客户,嗯就是把电拔了是吧？,neutral,neutral,neutral,neutral
12,3,客户,现在对对对对。,neutral,neutral,neutral,neutral
13,2,客服,然后属下他有，因为我们安装的时候是会有一个山东角阀,neutral,neutral,neutral,neutral
14,2,客服,的，它是单独控制这个净水器的那个通水的，你把它关掉就是意思就是把这个水源先关闭啊就可以了，对。,neutral,neutral,neutral,neutral
15,3,客户,我还真不知道三农小房是哪个。,neutral,neutral,neutral,neutral
16,2,客服,啊如果啊或者您可以这样，就是如果说您嗯能暂时不用水的话，你也可以把就是呃水阀直接关掉，因为这个就是你把总的水阀关掉,neutral,neutral,neutral,neutral
17,2,客服,也可以的，或者说单独的一个分支的水阀，有关这个水阀关掉也可以。,neutral,neutral,neutral,neutral
18,2,客服,然后我这边您报一下这个购机的手机号，我这边给您反馈一下139，然后您再说一下。,neutral,neutral,neutral,neutral
19,3,客户,139037598883,neutral,neutral,neutral,neutral
20,3,客户,888这机器我现在需要裁出来吗？,neutral,neutral,neutral,neutral
21,2,客服,啊但是不需要你暂时不需要您这个就是您把专属专线就可以了，我这边安排个师傅给您看一下好吧？,neutral,neutral,neutral,neutral
22,3,客户,嗯行，啊啥时候能过来。,neutral,neutral,neutral,neutral
23,2,客服,这个对您到时候等是个我。,neutral,neutral,neutral,neutral
24,3,客户,先把电拔了吧我也找不着。,neutral,neutral,neutral,neutral
25,2,客服,啊对对你对你可以的可以的，你先把先把。,neutral,neutral,neutral,neutral
26,3,客户,然后有一个那个叫什么变压器的东西，我看也泡水了。,neutral,neutral,neutral,neutral
27,2,客服,噢好的好的，那你还有就是店优先先关闭。,neutral,neutral,neutral,neutral
28,3,客户,吧三角阀是啥东西？嗯单独的三角阀,neutral,neutral,neutral,neutral
29,3,客户,是一个进水阀，吗对对对我先把它关了，反而是一个,neutral,neutral,neutral,neutral
30,3,客户,就是三角阀，一个白管通向这个机器那个关掉。,neutral,neutral,neutral,neutral
31,2,客服,是的是的啊是的是的，对对您先关掉，然后我这边给您安排好吧？啊,neutral,neutral,neutral,neutral
32,3,客户,行啊行，那我机器先不管，他现在在这，反正我看是不要处理。,neutral,neutral,neutral,neutral
33,2,客服,啊对对可以没问题啊可以的。,neutral,neutral,neutral,neutral
34,3,客户,噢,neutral,neutral,neutral,neutral
35,3,客户,那他什么时候能跟我联系？啊,neutral,neutral,neutral,neutral
36,2,客服,啊因为我这边的话要从呃这边问一下师傅，这个我还不确定，但是呢因为这个特殊情况嘛我我们会紧急先给您安排，,neutral,neutral,neutral,neutral
37,2,客服,啊如果是最好的话，肯定尽量给您今天能上班，但是我现在还不能确定，我这边的话先会给您安排一下好吧？,neutral,neutral,neutral,neutral
38,3,客户,行，啊尽快吧主要是价格一直用的这个水。,neutral,neutral,neutral,neutral
39,2,客服,啥原因？嗯好的明白不好意思，啊那我这边给您安排去。啊,neutral,neutral,neutral,neutral
40,3,客户,好勒。,neutral,neutral,neutral,neutral
41,2,客服,嗯啊好的嗯好的好。,neutral,neutral,neutral,neutral
