Time(s),Sound
0,553.776375
1,611.9363125
2,314.57575
3,406.8188125
4,285.01325
5,96.8289375
6,136.0411875
7,440.85225
8,223.5859375
9,583.2195625
10,135.8815625
11,237.957125
12,485.8425
13,110.699625
14,2.03575
15,338.0105625
16,768.56525
17,28.4975
18,41.899875
19,70.285875
20,144.1909375
21,190.443625
22,82.3944375
23,66.59725
24,33.164625
25,45.2426875
26,53.9988125
27,90.147
28,119.1853125
29,61.9026875
30,86.9125
31,41.7180625
32,46.35225
33,48.457125
34,15.46075
35,19.7209375
36,88.239375
37,20.7428125
38,2.3863125
39,122.659625
40,116.941625
41,199.139125
42,221.25975
43,157.817625
44,145.2584375
45,60.9353125
46,100.6965625
47,50.7916875
48,68.9145
49,53.85675
50,54.342625
51,108.9104375
52,55.6995625
53,162.220875
54,32.5886875
55,87.95125
56,69.0808125
57,58.612625
58,46.390875
59,91.768875
60,54.3689375
61,85.8295625
62,27.0319375
63,2.8279375
64,6.8745
65,2.3745625
66,9.2255625
67,105.4735
68,279.13525
69,99.7855
70,131.4635
71,59.181625
72,62.755125
73,44.068875
74,67.766625
75,66.225125
76,101.2399375
77,57.96625
78,91.464375
79,37.7958125
80,65.0294375
81,58.1299375
82,88.7469375
83,116.66725
84,22.0713125
85,2.7880625
86,2.8741875
87,98.8205625
88,220.2175
89,144.0459375
90,72.266625
91,78.7415
92,94.0241875
93,85.476625
94,65.4935625
95,91.0168125
96,23.8035625
97,75.4399375
98,116.9638125
99,59.6355
100,44.673
101,60.9298125
102,76.9819375
103,139.634875
104,37.5405
105,41.4356875
106,2.7259375
107,23.398875
108,215.6660625
109,192.9196875
110,150.8419375
111,182.7263125
112,111.253
113,340.379625
114,233.2325625
115,135.976125
116,129.4375625
117,172.771125
118,82.726375
119,43.5795
120,127.21575
121,299.257625
122,209.7205
123,140.931
124,105.7085625
125,55.19225
126,87.194875
127,62.5365
128,80.7648125
129,60.195875
130,43.356375
131,29.2764375
132,116.9509375
133,175.6694375
134,119.9379375
135,21.7545625
136,84.427
137,74.35425
138,44.2459375
139,210.242375
140,150.87375
141,88.350125
142,80.5564375
143,29.0791875
144,191.9131875
145,43.233125
146,73.9028125
147,62.7399375
148,80.0595625
149,80.03325
150,4.1595625
151,1.8076974120769742
