Time(s),Sound
0,582.767
1,585.205375
2,311.4155
3,410.8271875
4,339.2409375
5,35.4740625
6,204.0994375
7,424.7525
8,283.614625
9,513.610375
10,91.4744375
11,267.889625
12,492.3673125
13,75.753625
14,36.21175
15,91.8846875
16,164.426625
17,395.635375
18,40.5416875
19,367.3378125
20,287.99325
21,325.0395625
22,469.20275
23,551.107625
24,412.5280625
25,262.176125
26,254.4126875
27,287.228375
28,404.1559375
29,357.621875
30,458.8329375
31,341.3338125
32,221.494375
33,44.460375
34,237.257375
35,197.917
36,33.14025
37,152.74225
38,106.7095625
39,114.9511875
40,132.1078125
41,138.8601875
42,126.216125
43,83.887125
44,122.3333125
45,139.3958125
46,100.315
47,65.3401875
48,331.6395625
49,342.6330625
50,638.17575
51,212.7313125
52,474.7524375
53,237.6591875
54,34.9749375
55,199.0024375
56,243.6656875
57,207.669875
58,97.9011875
59,293.5885
60,71.041625
61,45.850375
62,39.9545
63,36.1240625
64,4.167875
65,5.604375
66,261.2898125
67,274.4775625
68,59.1361875
69,214.377125
70,48.11975
71,19.35175
72,4.3546875
73,12.8288125
74,192.2279375
75,27.1451875
76,9.9955
77,9.866875
78,23.4638125
79,43.72575
80,22.006125
81,34.1371875
82,54.386
83,13.4618125
84,39.803625
85,35.6233125
86,54.068
87,29.9575
88,18.316375
89,52.1366875
90,254.746375
91,280.1876875
92,119.9873125
93,100.3685625
94,162.66925
95,250.369
96,148.4968125
97,151.9478125
98,122.5958125
99,275.63225
100,80.508375
101,173.114375
102,110.5591875
103,150.03375
104,40.3264375
105,18.663875
106,19.2848125
107,81.373625
108,146.097
109,173.1261875
110,169.2615
111,136.7034375
112,16.082
113,51.916
114,167.695125
115,136.69425
116,144.137625
117,21.7978125
118,267.8713125
119,24.3965
120,42.13025
121,249.6029375
122,144.7775
123,162.488625
124,132.7158125
125,84.67725
126,62.056125
127,17.197
128,17.5173125
129,18.186
130,18.1613125
131,179.1090625
132,237.1731875
133,191.0748125
134,116.9778125
135,6.1326875
136,139.2105625
137,600.1305625
138,300.9290625
139,174.052625
140,244.0951875
141,171.2718125
142,105.2298125
143,84.6104375
144,145.152
145,129.055125
146,134.59075
147,64.3366875
148,180.680375
149,126.0120625
150,107.44525
151,11.6044375
152,298.626875
153,180.6965625
154,215.4429375
155,268.1631875
156,382.752
157,50.8708125
158,156.358375
159,117.940625
160,47.9399375
161,8.574875
162,6.975125
163,5.204934687953556
