Time(s),Sound
0,584.4613125
1,588.36225
2,312.6328125
3,411.3580625
4,310.1095625
5,69.1560625
6,200.10475
7,428.76
8,277.9891875
9,517.478
10,107.9845625
11,253.8395
12,509.4346875
13,77.550875
14,18.578375
15,135.9355625
16,34.143
17,257.4464375
18,217.0090625
19,673.6695625
20,218.139
21,501.2095625
22,325.1809375
23,316.1513125
24,374.3044375
25,295.470375
26,13.7444375
27,100.7379375
28,129.71225
29,70.2953125
30,24.434125
31,165.4863125
32,466.7875
33,340.7175
34,250.08625
35,18.3380625
36,108.32625
37,137.7569375
38,138.6698125
39,17.645125
40,96.056125
41,182.6770625
42,61.6371875
43,38.3658125
44,86.395
45,100.8541875
46,94.7423125
47,93.0263125
48,116.3011875
49,94.8060625
50,132.4044375
51,74.7975625
52,77.767875
53,80.1524375
54,83.230875
55,40.0465625
56,496.08775
57,146.887875
58,102.460875
59,18.3599375
60,110.8
61,90.8123125
62,63.85375
63,59.142
64,83.7229375
65,57.0061875
66,31.6335625
67,250.549625
68,412.196125
69,304.3724375
70,307.1806875
71,487.348875
72,324.9173125
73,379.9229375
74,435.27725
75,296.4026875
76,123.4420625
77,73.853
78,106.3498125
79,331.0293125
80,322.6885625
81,41.1209375
82,294.4266875
83,119.83325
84,77.4546875
85,79.4745625
86,96.44975
87,92.265125
88,58.2325625
89,91.7735625
90,180.134125
91,432.0728125
92,104.049375
93,343.7309375
94,322.131375
95,89.2105625
96,430.8113125
97,203.876
98,630.1393125
99,708.531125
100,369.412125
101,139.44975
102,159.665375
103,169.947875
104,464.27975
105,530.6415625
106,405.9914375
107,16.4781875
108,77.989875
109,153.5985625
110,422.781875
111,245.5235625
112,28.8329375
113,35.971875
114,339.085
115,334.1353125
116,12.7756875
117,25.1394375
118,10.7380625
119,28.7253125
120,34.195125
121,218.7179375
122,62.2375
123,12.241875
124,86.7145
125,14.212875
126,72.0984375
127,18.292125
128,105.5460625
129,36.0206875
130,167.839875
131,387.5555
132,66.482875
133,14.7034375
134,42.303875
135,111.447
136,99.237875
137,37.6765
138,15.61425
139,109.4916875
140,219.2250625
141,398.543
142,226.8700625
143,219.788125
144,86.44275
145,49.74775
146,103.609625
147,128.6934375
148,104.750375
149,76.3121875
150,100.3755
151,88.262625
152,92.649625
153,35.56025
154,133.372125
155,82.3011875
156,68.4339375
157,374.473375
158,515.610375
159,235.2575625
160,36.1886875
161,151.956
162,95.091375
163,50.63325
164,44.3230625
165,260.03075
166,209.2599375
167,38.724125
168,160.5843125
169,136.9474375
170,164.750125
171,30.0791875
172,300.41075
173,104.535375
174,105.317625
175,124.26525
176,96.8368125
177,22.97325
178,44.111
179,134.4669375
180,283.7559375
181,86.22425
182,12.07725
183,57.3019375
184,135.7316875
185,125.908375
186,58.2955
187,44.133625
188,87.57125
189,80.0440625
190,84.85225
191,196.511625
192,100.34501300954032
