Time(s),Sound
0,580.33725
1,585.6943125
2,313.0858125
3,409.88975
4,288.4223125
5,87.427375
6,162.4841875
7,434.7893125
8,245.3911875
9,551.253375
10,120.9495
11,244.9505625
12,508.0944375
13,80.612
14,2.6978125
15,365.27625
16,885.543375
17,98.5624375
18,1.9074375
19,1.829375
20,1.6950625
21,208.474875
22,490.9725625
23,74.494375
24,39.906125
25,223.5578125
26,196.146375
27,149.972875
28,386.3545
29,271.3905
30,204.284875
31,209.8714375
32,56.9060625
33,383.242
34,347.494375
35,241.03375
36,144.0745
37,13.95
38,284.7286875
39,339.7210625
40,236.1884375
41,156.607
42,251.0615
43,257.69525
44,76.3136875
45,88.697875
46,196.2185
47,84.52375
48,383.6659375
49,47.625625
50,38.8014375
51,150.746875
52,108.4613125
53,219.706
54,651.285125
55,433.5171875
56,102.205125
57,133.9708125
58,137.7015625
59,246.1455
60,445.1519375
61,56.7695
62,36.2889375
63,82.36775
64,459.763375
65,205.8235625
66,311.5635625
67,428.5849375
68,365.069625
69,130.999
70,8.500125
71,387.16275
72,52.958
73,303.62075
74,215.3895
75,40.4604375
76,10.127625
77,244.195125
78,429.58425
79,229.79225
80,326.6903125
81,328.6238125
82,171.5533125
83,32.5888125
84,178.153125
85,478.55225
86,844.62325
87,691.2975625
88,1081.7984375
89,821.109125
90,861.796125
91,241.4914375
92,822.73075
93,719.9276875
94,193.322125
95,319.6651875
96,73.6925
97,838.2555
98,595.1094375
99,642.1400625
100,528.643875
101,361.18775
102,432.5499375
103,311.8163125
104,806.531125
105,527.1884375
106,403.507375
107,357.70075
108,524.4290625
109,529.7468125
110,452.76
111,334.00475
112,659.4490625
113,475.4161875
114,512.8500625
115,432.2340625
116,483.8146875
117,481.8075625
118,334.38775
119,477.3231875
120,460.864125
121,557.5206875
122,592.85925
123,360.8683125
124,332.115125
125,9.398625
126,58.7365
127,145.68925
128,28.055375
129,189.9510625
130,305.794375
131,307.9843125
132,48.721
133,210.213
134,225.77
135,101.9649375
136,241.17425
137,318.00825
138,207.4675625
139,86.8861875
140,775.67775
141,797.73225
142,613.3323125
143,260.09825
144,295.8371875
145,363.1835
146,407.8808125
147,94.437625
148,288.7101875
149,562.4351875
150,22.4953125
151,75.4269375
152,133.5275
153,507.6339375
154,383.387625
155,182.988375
156,171.235375
157,98.3285
158,221.5206875
159,576.027
160,558.206375
161,550.52625
162,514.9684375
163,206.87875
164,302.50025
165,100.9924375
166,150.7775625
167,36.8083125
168,146.6990625
169,138.278625
170,508.033875
171,256.0789375
172,161.7050625
173,12.0675
174,3.8196061643835617
