Time(s),Sound
0,528.5448125
1,626.3745
2,326.4248125
3,393.3180625
4,297.6504375
5,97.5235
6,102.7816875
7,454.3304375
8,195.049
9,600.579
10,160.584375
11,212.6330625
12,490.2656875
13,131.4491875
14,1.5609375
15,314.929625
16,860.4335625
17,172.925375
18,2.7131875
19,1.600375
20,39.144
21,92.5113125
22,75.827625
23,94.2729375
24,107.1108125
25,89.0055
26,253.954375
27,271.191875
28,186.265
29,111.0544375
30,125.036625
31,174.24475
32,36.19625
33,177.3196875
34,61.41875
35,20.4103125
36,71.326375
37,45.7006875
38,70.7504375
39,292.789375
40,122.6295
41,24.5711875
42,210.095125
43,142.042875
44,57.2646875
45,91.3226875
46,50.2373125
47,44.58825
48,118.08725
49,118.59225
50,93.9826875
51,43.1168125
52,21.5486875
53,10.43325
54,10.63575
55,29.514
56,297.4965
57,254.7778125
58,163.4880625
59,174.579375
60,127.315625
61,103.214125
62,78.34925
63,13.504
64,98.665875
65,76.8511875
66,9.69325
67,250.5055625
68,184.754375
69,129.894375
70,10.2828125
71,9.6385625
72,224.8144375
73,177.81025
74,132.441125
75,125.03625
76,92.3690625
77,11.2526875
78,56.0604375
79,54.3894375
80,242.949625
81,145.1296875
82,65.5758125
83,188.75875
84,107.39275
85,10.8876875
86,72.6830625
87,324.0214375
88,169.00225
89,122.4495625
90,123.2165
91,153.9545
92,176.2705625
93,82.358375
94,81.19
95,12.5348125
96,59.387125
97,161.47675
98,132.1179375
99,196.4688125
100,92.3594375
101,231.2165
102,138.7415625
103,286.5976875
104,366.9939375
105,71.893
106,9.4638125
107,196.6609375
108,397.9933125
109,174.259
110,39.721125
111,232.9291875
112,210.308
113,83.987125
114,138.92125
115,93.0783125
116,249.5020625
117,158.06575
118,160.102625
119,62.82025
120,36.923375
121,49.944375
122,54.80775
123,14.42225
124,4.9991875
125,1.1554639175257733
