Time(s),Sound
0,551.117625
1,622.199375
2,314.760375
3,406.2126875
4,285.190625
5,99.9230625
6,132.5950625
7,442.1476875
8,216.279875
9,585.4029375
10,139.905125
11,243.2350625
12,490.4559375
13,104.1068125
14,9.22525
15,320.8034375
16,79.7808125
17,176.1729375
18,207.053625
19,23.6208125
20,113.132625
21,45.7995625
22,44.6463125
23,85.7923125
24,86.219875
25,122.469
26,46.2210625
27,87.4829375
28,95.4283125
29,150.120875
30,59.6056875
31,67.0043125
32,74.5443125
33,47.912
34,55.7553125
35,73.1421875
36,64.1725625
37,51.8055
38,49.852375
39,105.1743125
40,167.900625
41,34.024875
42,6.4149375
43,88.3973125
44,71.8390625
45,36.7119375
46,87.8538125
47,57.4131875
48,121.539375
49,65.5928125
50,59.6833125
51,54.5781875
52,46.757
53,29.36475
54,4.7971875
55,4.4118125
56,159.825375
57,109.527375
58,14.9815625
59,51.384375
60,127.4775625
61,39.1383125
62,12.9105
63,106.6393125
64,85.959
65,101.817625
66,224.9711875
67,47.3145625
68,105.31575
69,138.491875
70,74.694875
71,245.5691875
72,26.9761875
73,95.065
74,121.298375
75,245.1288125
76,183.38125
77,81.53325
78,20.5919375
79,50.596875
80,148.888
81,45.1810625
82,6.1485625
83,57.616
84,66.75975
85,17.064
86,86.7851875
87,122.3326875
88,23.281375
89,60.928125
90,85.622125
91,70.5611875
92,78.041
93,45.523125
94,141.1794375
95,320.933625
96,99.957
97,24.8988125
98,91.5858125
99,73.327875
100,59.5605625
101,51.5730625
102,65.447625
103,64.53125
104,84.4846875
105,155.6093125
106,66.1578125
107,51.068
108,82.5818125
109,7.057
110,225.5719375
111,231.5135
112,72.581
113,78.451875
114,79.505125
115,56.0411875
116,38.135125
117,4.2031875
118,65.0415625
119,123.28175
120,11.8364375
121,69.7476875
122,39.9094375
123,69.1654375
124,49.329
125,25.2383125
126,21.608
127,67.769
128,178.18575
129,31.43475
130,104.5745625
131,35.2335625
132,58.844625
133,38.6615
134,61.101375
135,8.34325
136,167.0265
137,109.8841875
138,78.71875
139,73.709375
140,211.7345
141,102.6311875
142,68.180375
143,50.7918125
144,63.000375
145,128.2863125
146,38.5081875
147,63.9775
148,37.518625
149,24.4140625
150,3.0665133394664212
