Time(s),Sound
0,548.43475
1,631.5778125
2,316.0903125
3,404.291375
4,289.0786875
5,97.1460625
6,134.7991875
7,443.459375
8,229.6765
9,589.3558125
10,139.427
11,234.645125
12,485.64025
13,120.0034375
14,347.60975
15,198.9694375
16,103.0059375
17,217.76025
18,21.186875
19,95.03
20,229.484
21,114.6044375
22,56.5200625
23,185.1205625
24,128.04725
25,190.1325625
26,43.3909375
27,84.0013125
28,40.701875
29,101.6810625
30,23.4911875
31,15.206875
32,92.6000625
33,11.832625
34,9.98125
35,5.729625
36,10.540875
37,5.15675
38,178.253375
39,334.450625
40,216.718875
41,181.441
42,27.8133125
43,235.910625
44,255.8284375
45,208.2466875
46,213.4768125
47,100.0949375
48,73.1226875
49,67.4889375
50,158.160875
51,330.6978125
52,193.0905625
53,11.054875
54,194.85125
55,122.6830625
56,131.8014375
57,49.3426875
58,6.312875
59,46.2640625
60,67.7813125
61,159.7785
62,61.89025
63,5.3528125
64,183.740625
65,101.372875
66,17.6338125
67,172.19575
68,91.051625
69,74.33175
70,143.3820625
71,45.212375
72,4.3015
73,7.1131875
74,233.95525
75,78.2549375
76,19.839625
77,9.7559375
78,8.0671875
79,61.8995
80,196.4564375
81,64.425375
82,24.8278125
83,186.7469375
84,110.8605
85,89.1748125
86,113.8330625
87,49.6736875
88,83.5445625
89,67.1785625
90,33.1558125
91,4.1563125
92,3.0500517063081696
