Time(s),Sound
0,569.996375
1,595.6586875
2,314.367125
3,409.6209375
4,281.6165
5,96.0966875
6,151.4925
7,439.3041875
8,233.386125
9,566.3573125
10,123.5575625
11,244.69925
12,492.659625
13,97.227375
14,2.3780625
15,354.090625
16,879.9653125
17,165.278
18,56.9515
19,48.5928125
20,24.676
21,141.5259375
22,82.186625
23,81.0590625
24,82.0680625
25,66.0216875
26,66.41575
27,55.49525
28,116.4078125
29,93.37675
30,35.9658125
31,23.367125
32,108.8370625
33,72.464625
34,83.3380625
35,39.183875
36,72.848625
37,69.3598125
38,68.119
39,30.9339375
40,84.187
41,119.36925
42,101.32275
43,47.024875
44,38.4645
45,73.809125
46,110.491125
47,41.6678125
48,53.9795
49,67.2211875
50,68.391625
51,3.2075625
52,68.639625
53,58.152625
54,4.010625
55,87.465875
56,95.0731875
57,87.57725
58,81.1293125
59,49.3703125
60,4.058625
61,3.1441875
62,3.1370625
63,2.65425
64,30.258625
65,89.738375
66,52.275
67,41.6256875
68,108.3525
69,42.871125
70,40.7484375
71,15.4999375
72,2.1685
73,2.23125
74,3.3185
75,2.994875
76,49.101875
77,42.6560625
78,48.7690625
79,40.263375
80,12.2480625
81,84.21175
82,133.1200625
83,58.0015625
84,93.132
85,41.5320625
86,61.42375
87,52.576875
88,2.6799375
89,2.364875
90,2.4964375
91,5.5931875
92,124.15225
93,62.9925625
94,99.0383125
95,64.463875
96,73.2665
97,79.499125
98,99.6955
99,31.188875
100,96.74325
101,123.500125
102,67.000625
103,63.2754375
104,209.4446875
105,67.0588125
106,2.3820625
107,115.3448125
108,38.01875
109,3.2980625
110,53.2270625
111,141.5464375
112,91.7915
113,31.742125
114,74.7723125
115,97.483625
116,49.8679375
117,44.134125
118,68.4955
119,80.6985625
120,97.2711875
121,47.899875
122,100.1870625
123,105.8270625
124,73.3878125
125,49.8775625
126,39.55325
127,66.4358125
128,69.99475
129,95.4245625
130,95.2784375
131,52.81775
132,102.403375
133,86.96075
134,83.7694375
135,62.889125
136,70.7378125
137,63.522375
138,54.2390625
139,112.477625
140,79.8885625
141,54.6581875
142,67.224125
143,42.070625
144,116.1605625
145,94.8254375
146,51.5856875
147,40.999625
148,117.2325625
149,71.0916875
150,19.8998125
151,2.8524375
152,5.1704375
153,379.09575
154,228.455875
155,206.969625
156,141.251125
157,173.828625
158,49.8365625
159,9.0815
160,98.5865
161,56.8253125
162,78.2584375
163,120.1395625
164,127.0045
165,79.634
166,117.617
167,74.8748125
168,61.8765
169,105.0829375
170,61.3570625
171,34.5048125
172,81.9253125
173,81.787125
174,46.19375
175,83.3306875
176,68.8078125
177,72.9280625
178,4.069125
179,3.1244375
180,195.100875
181,189.9128125
182,167.487875
183,104.081875
184,92.156625
185,57.3761875
186,50.1053125
187,117.3085
188,48.0903125
189,170.3441875
190,234.6549375
191,179.11375
192,119.5273125
193,23.6779375
194,56.157375
195,76.6538125
196,61.6618125
197,55.458375
198,87.3985
199,128.5393125
200,53.7170625
201,74.75975
202,18.7445
203,26.327875
204,65.579
205,162.894
206,210.591875
207,207.526
208,209.6114375
209,101.068625
210,139.1756875
211,124.588
212,109.6291875
213,227.5989375
214,154.9221875
215,89.0873125
216,98.772875
217,140.67575
218,104.9164375
219,134.627625
220,129.861625
221,58.3534375
222,58.8426875
223,108.2258125
224,85.191875
225,60.805625
226,130.90325
227,60.7059375
228,280.799
229,229.9170625
230,160.309875
231,128.7376875
232,109.59475
233,68.9749375
234,26.1259375
235,54.3549375
236,103.2819375
237,84.2194375
238,35.26875
239,269.8404375
240,147.935125
241,81.231375
242,32.7865625
243,37.272375
244,32.5329375
245,161.1360625
246,111.24525
247,67.7350625
248,37.60625
249,4.0770625
250,20.8380625
251,8.940341349883631
