Time(s),Sound
0,576.7725625
1,588.096875
2,313.1770625
3,409.67975
4,282.8711875
5,93.6635625
6,162.761375
7,435.1526875
8,245.32425
9,550.7365625
10,120.6346875
11,245.17575
12,498.6670625
13,89.641
14,1.8035625
15,259.3350625
16,90.0154375
17,99.7575625
18,49.377875
19,259.66225
20,161.5145
21,114.31475
22,106.6173125
23,125.6444375
24,125.0016875
25,218.731875
26,125.4099375
27,107.43875
28,169.94875
29,73.9661875
30,120.297625
31,165.3750625
32,96.3495
33,158.44875
34,116.2174375
35,116.7203125
36,117.6853125
37,16.8824375
38,10.539375
39,182.81225
40,139.5623125
41,80.101875
42,168.0319375
43,72.6245625
44,99.407375
45,62.7845625
46,7.748125
47,35.154375
48,24.4339375
49,5.9376875
50,7.7155
51,5.174875
52,185.2894375
53,173.9770625
54,146.070125
55,54.6770625
56,149.8449375
57,232.8509375
58,98.7106875
59,9.712875
60,221.6661875
61,111.137875
62,12.1380625
63,251.9235
64,160.3066875
65,86.461375
66,58.2395
67,50.6513125
68,148.741875
69,114.219375
70,103.351125
71,86.6508125
72,121.4913125
73,106.8335625
74,61.1151875
75,65.82675
76,162.874875
77,76.2308125
78,192.65275
79,235.3033125
80,93.8064375
81,87.0884375
82,23.8424375
83,169.83975
84,140.1189375
85,212.0725625
86,49.9538125
87,100.244625
88,26.6138125
89,97.2433125
90,160.23375
91,263.7226875
92,156.6494375
93,140.8414375
94,120.0585
95,128.5796875
96,56.1143125
97,91.9814375
98,67.841
99,23.8715
100,8.755375
101,10.0174375
102,12.167258207630878
