Time(s),Sound
0,504.0283125
1,620.6208125
2,351.3971875
3,374.5143125
4,314.246
5,99.243875
6,80.5123125
7,474.220875
8,188.964875
9,589.3195625
10,180.5725
11,222.8679375
12,434.4580625
13,123.78275
14,2.0905625
15,287.559375
16,845.7975
17,214.206125
18,2.4479375
19,6.52875
20,102.3798125
21,61.613625
22,21.647
23,116.25925
24,87.475625
25,45.7615625
26,40.29425
27,95.885375
28,82.552125
29,71.3061875
30,69.3349375
31,93.4031875
32,45.4924375
33,102.0439375
34,73.804625
35,57.6536875
36,42.183
37,36.2695625
38,77.8495625
39,42.768875
40,30.4631875
41,97.2488125
42,118.432875
43,36.1776875
44,41.0424375
45,8.3139375
46,110.0590625
47,78.644375
48,26.4244375
49,73.682875
50,80.4060625
51,114.2669375
52,134.910125
53,22.672625
54,87.5576875
55,10.446875
56,9.9915625
57,7.540875
58,7.788
59,32.378375
60,79.2655625
61,81.323625
62,31.8455625
63,10.48525
64,88.114375
65,86.2706875
66,122.4818125
67,52.57825
68,6.2883125
69,45.9565
70,15.3911875
71,88.2841875
72,114.7918125
73,100.045
74,76.5213125
75,53.9526875
76,35.53875
77,7.5685625
78,75.2533125
79,69.5471875
80,56.349875
81,54.1301875
82,86.4866875
83,52.473875
84,92.86325
85,24.9445
86,40.1693125
87,31.02275
88,236.46775
89,129.4703125
90,126.43725
91,99.9805625
92,170.67375
93,162.8659375
94,94.4524375
95,100.900625
96,107.325125
97,72.9080625
98,60.0733125
99,108.9098125
100,54.485125
101,43.824625
102,8.30025
103,73.87675
104,136.373125
105,57.033625
106,5.6910625
107,140.6471875
108,120.3955625
109,45.9419375
110,77.188875
111,220.29825
112,122.0725625
113,78.9973125
114,69.111125
115,115.4821875
116,77.6655
117,28.7023125
118,49.59525
119,144.200625
120,175.0441875
121,186.6879375
122,139.0851875
123,89.7431875
124,15.755875
125,54.183625
126,55.592875
127,235.32175
128,431.3120625
129,312.607
130,277.27075
131,69.4925
132,42.9914375
133,79.4805
134,248.2680625
135,164.5744375
136,207.2040625
137,41.0154375
138,78.5049375
139,40.9299375
140,217.8056875
141,151.4314375
142,254.341125
143,180.6865625
144,158.1363125
145,144.991125
146,42.6804375
147,96.1765
148,26.292
149,237.94225
150,231.4915
151,224.2876875
152,23.8821875
153,32.905375
154,96.8959375
155,173.430875
156,52.4255625
157,63.7820625
158,37.387125
159,26.5243125
160,9.950875
161,36.439875
162,7.0705625
163,9.0648125
164,170.6875625
165,79.0710625
166,107.043125
167,112.197
168,180.30775
169,157.68075
170,180.2395625
171,197.54325
172,6.67975
173,34.7959375
174,122.2758125
175,82.2596875
176,78.14975
177,118.619875
178,55.608375
179,20.050125
180,92.5935625
181,228.231125
182,127.260625
183,155.385875
184,98.2641875
185,182.5330625
186,141.8983125
187,156.3956875
188,90.0838125
189,139.405375
190,173.4065
191,76.459
192,25.91725
193,19.919375
194,20.4515625
195,12.438625
196,41.620125
197,131.8340625
198,91.6375625
199,76.850875
200,13.6779375
201,42.01775
202,100.8518125
203,62.261625
204,140.374
205,13.612625
206,62.3690625
207,262.982375
208,97.608
209,196.268
210,94.218125
211,84.5904375
212,29.258375
213,50.6245
214,98.2615
215,23.765
216,110.8046875
217,52.84875
218,46.7871875
219,17.3024375
220,42.788
221,10.2884375
222,10.3505
223,2.2572972972972973
