Time(s),Sound
0,581.9116875
1,584.750625
2,312.81125
3,411.266625
4,310.79575
5,64.837625
6,182.61
7,427.937
8,268.3891875
9,525.8183125
10,110.8571875
11,250.5769375
12,209.4094375
13,56.1920625
14,46.35425
15,19.8683125
16,149.154125
17,49.787875
18,60.6505625
19,145.72325
20,14.44825
21,42.954
22,103.023875
23,137.8054375
24,4.3701875
25,288.778875
26,101.9316875
27,169.6788125
28,334.7489375
29,285.3206875
30,31.0983125
31,2.6215625
32,405.416
33,263.051625
34,198.265375
35,170.3756875
36,135.4253125
37,79.82425
38,261.9128125
39,188.3070625
40,72.5549375
41,342.1940625
42,249.47725
43,190.4000625
44,114.7959375
45,26.4421875
46,2.518375
47,430.877625
48,93.5315625
49,43.606875
50,248.727375
51,48.6263125
52,360.704125
53,261.9643125
54,222.7095
55,26.3314375
56,210.113875
57,31.260375
58,281.7365625
59,369.8988125
60,119.4195625
61,249.59025
62,75.616875
63,3.750375
64,111.383625
65,292.9360625
66,380.0103125
67,349.28775
68,181.585
69,215.237125
70,91.1383125
71,147.904
72,25.788875
73,225.3316875
74,387.9768125
75,322.9685
76,352.9799375
77,272.932
78,432.214375
79,51.5953125
80,385.072625
81,332.507375
82,4.2640625
83,431.6936875
84,444.3530625
85,203.43925
86,10.33075
87,389.204875
88,346.753375
89,177.393875
90,301.3528125
91,299.3268125
92,185.60325
93,185.8564375
94,146.1425
95,30.426375
96,375.1335
97,379.9846875
98,304.604
99,292.680125
100,218.193
101,103.7476875
102,26.264375
103,129.424125
104,135.1481875
105,101.545
106,174.3416875
107,433.8214375
108,393.2423125
109,98.9185
110,178.6955
111,98.7663125
112,4.304625
113,243.777375
114,243.117375
115,90.419125
116,145.3191875
117,237.4684375
118,462.2213125
119,450.765375
120,338.608
121,116.7708125
122,194.41925
123,466.5730625
124,249.7721875
125,197.54875
126,218.9748125
127,153.5545
128,44.3725625
129,168.4049375
130,211.038375
131,18.0028125
132,3.23
133,1.1532846715328466
