Time(s),Sound
0,588.1670625
1,586.7155
2,313.1136875
3,409.9863125
4,299.7465
5,76.8335625
6,184.168625
7,427.5849375
8,268.3814375
9,525.573375
10,110.8700625
11,245.2346875
12,507.6595625
13,81.1714375
14,3.8275
15,137.12525
16,17.601875
17,48.1741875
18,13.1244375
19,438.5931875
20,21.109625
21,8.00275
22,172.616625
23,19.085
24,153.567
25,128.3630625
26,159.1933125
27,403.029625
28,332.1976875
29,74.30175
30,148.3025625
31,79.0374375
32,61.9634375
33,127.0616875
34,86.141375
35,5.37375
36,310.8754375
37,24.4219375
38,7.010625
39,343.0965
40,41.1268125
41,81.6979375
42,295.7535625
43,21.3575625
44,174.19675
45,39.9560625
46,49.477375
47,75.3715
48,5.02775
49,30.07525
50,6.3360625
51,7.7005
52,10.4776875
53,145.7416875
54,221.182875
55,47.5135
56,105.6218125
57,151.7429375
58,153.927
59,222.584875
60,180.3033125
61,132.436875
62,6.4863125
63,254.6106875
64,72.5966875
65,381.4974375
66,88.334875
67,407.6743125
68,155.7543125
69,168.763125
70,199.5036875
71,171.9036875
72,63.2876875
73,5.291125
74,379.01275
75,73.5611875
76,31.86575
77,40.969625
78,18.5555
79,155.906875
80,43.8799375
81,392.1546875
82,203.8311875
83,239.3596875
84,227.1200625
85,149.57475
86,571.56225
87,208.30475
88,129.9905
89,184.3285625
90,176.166875
91,190.770625
92,180.1125
93,63.4674375
94,156.76
95,196.7268125
96,61.0493125
97,127.2158125
98,189.1105625
99,88.132625
100,60.95575
101,124.0618125
102,69.2215
103,46.2224375
104,21.52075
105,8.9951875
106,4.425788288288288
