Time(s),Sound
0,582.6136875
1,584.65425
2,311.6986875
3,411.481875
4,338.506875
5,37.23775
6,204.1926875
7,422.0475
8,283.544625
9,512.3546875
10,92.8044375
11,265.2544375
12,492.687
13,79.1375
14,1.8193125
15,284.0025
16,97.991375
17,177.2835625
18,133.139375
19,18.1461875
20,177.3475
21,185.40525
22,124.061375
23,133.842875
24,103.513375
25,176.235375
26,188.0621875
27,166.3140625
28,267.1709375
29,144.729
30,101.107125
31,192.9066875
32,66.059875
33,201.2248125
34,195.5585
35,87.9794375
36,5.73175
37,56.258125
38,6.077125
39,38.8948125
40,132.3766875
41,49.399375
42,31.699625
43,90.32875
44,96.14575
45,125.9085625
46,51.27925
47,181.9418125
48,233.1076875
49,41.0181875
50,76.6541875
51,99.374875
52,118.6610625
53,115.25725
54,35.323625
55,225.8613125
56,111.4120625
57,93.9580625
58,114.3619375
59,88.136625
60,58.635
61,60.769125
62,54.20575
63,60.3805625
64,43.3464375
65,111.1214375
66,79.6124375
67,118.30275
68,46.633875
69,84.855
70,26.797125
71,8.042625
72,7.5534375
73,11.081749622926093
