0,2,客户,转接中请稍后。,neutral,neutral,neutral,neutral
1,3,客服,所有做皮囊,neutral,neutral,neutral,neutral
2,3,客服,返回上一行情按星号键。,neutral,neutral,neutral,neutral
3,2,客户,转接中请稍后。,neutral,neutral,neutral,neutral
4,2,客户,转接中请稍后。,neutral,neutral,neutral,neutral
5,3,客服,所有做皮芒,neutral,neutral,neutral,neutral
6,3,客服,返回上一层请按星号键，所有做皮囊，,neutral,neutral,neutral,neutral
7,3,客服,返回上一层请按星。,neutral,neutral,neutral,neutral
8,2,客户,转接中请稍后。,neutral,neutral,neutral,neutral
9,3,客服,稍后所有做皮囊,neutral,neutral,neutral,neutral
10,3,客服,返回上一层。,neutral,neutral,neutral,neutral
11,2,客户,转接中请稍后。,neutral,neutral,neutral,neutral
12,3,客服,所有作品欢迎。,neutral,neutral,neutral,neutral
13,2,客户,热线转接中。,neutral,neutral,neutral,neutral
